Unnamed: 0,Narrative,label
530," I have a 3.11 Ghz Quad Intel machine. When processing CWVEMX processes (e.g. direct processing) without prior calculation, the preview display stalls in this section of the process. What can I do? When will there be a SFC on the market, where the calculation of the preview display runs automatically in the background, as other programs do it as a matter of course?       ",1
602," Dear Sir or Madam, every time I start Sales firstclass 20 neo, I am asked to register this product. It is already registered. But when I follow this request, I get a message that it is already registered under this number. What can I do to stop this prompt? Thanks in advance.         ",6
320," I bought a new computer    from hp with burner, I installed the program Products in IT and OFFICE catalog 13 first class and created a project. When I pressed burn a DVD, a leaf appeared: No burner found. What can I do?       ",2
12, I no longer have access to the product palette center. I can't upload any products anymore. But the online collection is still available. What can be the reason. Greetings G.Krüger       ,1
98," During a project I suddenly could not edit at the position where I stopped the process. The cursor always moves to the upper left corner. At the beginning of the process I could stop with the space bar cursor stayed at the position and I could do my editing. Now the cursor always returns to the beginning position of the process when I stop, so editing the process is impossible. How can I make this right again.       ",1
346," My program is: Salesdeluxe18 ultimate (14.9.4.5) When I connect my card reader (SYSTECH MDX-X2E) to the PC (via Ethernet 680), the PC recognizes the card reader. If I now open WAREHOUSE Sales firstclass 18 Ultimate and press Create EMV, the card reader responds, but after a few kilobytes the dialog box appears: ""No connection to the hardware could be established"". This happens even after several attempts, even after the connection cable has been removed and reconnected, and even though the card reader is set to EMVX. This problem always occurs. So what do I have to do to establish a connection between the card reader and WAREHOUSE? After all, I can't even transfer my processes this way. Sincerely       ",4
143," Smartcard of statistics file cannot be displayed, smart header does not work. Process is not displayed, history control does not work either.       ",4
622," Hello, I purchased the    above software over the Internet. When I try to install the program, the following message appears:    A problem occurred while converting your product data store. Therefore, you will not be able to use your data store with this software. Please contact the helpdesk for assistance.    I have done so herewith and gladly await your assistance.    My order number is : 35404311026701438WHC    Regards       ",1
598," The following note during installation: A problem occurred during the installation of your datastore. You will not be able to use it for this reason. The Warehouse Products program in IT Katelog runs correctly. When opening the program W Product Organizer 13 and W Online Export Center, an error message, code 64284712 appears. Both programs do not run. I use a new notebook from Acer, Wind. 7 What could be the cause? Stirling@aol.com       ",4
420," Dear Sir or Madam, I have imported a sequence from DVD (probably created with scanner) and the order number is asynchronous from the beginning. How can I fix this problem? (With the previous version I had the problem only after burning, but after re-scrambling the whole thing ran).       ",3
517," Hello, I have the software ""Archive your inventory lists 5"" and ""processes in OFFICE catalog 11"". Operating system Win7 /64bit When plugging the USB process manager 5 comes the following message: no driver installed. Then I restarted the computer and plugged the process manager into another slot and let the original DVD 11 start into the CD-Rom, or installed only the driver in the USB directory. During the installation came the note: the driver is not usable with the system, installed however up to the end by and there was also no meckern in the system. However, now when starting the button Analog Scan (XLS Scanner > I want to continue importing my processes to disk) the program no longer works and the computer hangs completely. Also the task manager cannot stop the program. Is it the driver after all, which is too old? Could I get a new driver or what could it be? Thank you for your appreciated help. Best regards Eduard Ulbricht       ",4
44," Hello, I have received the code from you. But I can not use it on my laptop. Winodows 7 64bit he code number is: CWEMVX-51044-85187-27343-72356-18060 code: CWEMVX-27534-71655-24058-16814-81156 Had ordered it with my Vista 64bit PC, but the burning function always aborts there with the message: wmem reports disc project biult exception 101522a0 The burning aborted with the following error: Encryption failed. What can I do there. MFG Harald Kleistermeister Tel. 45015-51118       ",5
63," In the meantime the question of the email - address is clarified. The program 11firstclass still shows the same behavior: it says ""register software"" answer of the system ""the software is already registered under another email - address"". When activating ""Run program"" the program disappears from the screen. The program does not seem to be unlocked or activated. The screenshots in the attachment depict the sequence after double-clicking Warehouse 11firstclass.Unfortunately, I can only show one screenshot here. But it is the usual sequence after installing the program       ",6
242, good day! i am forced in the future to create my specsheets with xml codes so that they are readable and presentable on android programmed devices. since i want to continue to use an apple as my work tool and do not want to switch to windows i have decided to leave the specs manager or the specs creator that you offer in the warehouse-online cloud.. i would like you to continue to host all my domains that i have registered with you. now my question: when i export the new sheets i have created in the .trl from my new program - how can i upload them to you under the .ssh assignment of my domains?       ,6
345," Hello! Unfortunately, the above points do not solve my problem. Greeting -----Original Message-----     Hello! I would like to connect my card reader \""Powerread XD 33\"" to my netbook \""Acer Makuyan 7067; purchase date 11/2010) and use it to transfer EMV data from an EMV mini EM card. Unfortunately I always get the message \""No connection could be established with the hardware\"". I have connected the hardware via Ethernet. The free Windows Budget Creator does not make any problems and works without any problems! So I must conclude that the netbook recognizes my card reader very well. Where is the problem with Warehouse? Greetings       ",4
176," Hello, I am trying to make a direct creation with Xtra L7.8. When I go to File --> Creation --> Direct, I get the message: \""No creation hardware was found on your system.\"" and the creation is not possible. I do not need any creation devices for direct creation. Where is the error?       ",3
210, My Super Bill administrator does not work on Windows 7 Where can I get an abgrade version ? or do I have to buy the program again ?       ,4
18, crv import without order number       ,3
133," Sales firstclass 19 Ultimate special edition I have almost finished editing my sales run. When I want to check it in the program, I get the following message: ""The smart card device 'none' cannot be opened for billing. No driver was found on your system"". This error occurred a long time ago, but disappeared after several restarts. I actually wanted to present the process to my boss for the 3rd annual meeting on 09/12/11. I can probably forget that. For your help best thanks Karl Vollmilch       ",4
572, I have a Powerread HF22. Connection to the PC via USB. Card reader is recognized by the system. I cannot load EM or EMVX from the card reader. Device is not recognized  -----------------------------------       ,4
154," good day i have installed the program with firewall and virus program inactive. when i want to run the program, the startup screen appears, but as soon as it says that the process structure is being set up, the startup process aborts without an error message. my system: win xp home sp3 (with all updates) amd phantom 3050 mhz 2 gb ram geforce 4500 se graphics card(driver in device manager)       ",1
411," After importing DAT sales objects from the Systech MTX-XR435W card reader with SD created, there are always about 28-150 process single fields empty at the end of all individual objects, while the statistics display is shown without errors until the end of the object. What can this be?       ",3
604," I have registered the product, but I cannot start the program. It aborts every time. The first thing that appears is the registration prompt. It is displayed with already registered. when I press ""start"" everything aborts. Why do I have to register the product at all if I have a valid serial number? The questions to be asked are my personal data, which is nobody's business.       ",6
119, error code -9       ,1
289, I have the download version of Sales firstclass 20 ultimate EMV.    1.how can I burn the program and the additional programs on DVD or how can I install the additional programs. I am always asked to insert the original CD ??????       ,6
596," Hello, when installing Interbase SPARQL Server, the installation stops and the error message appears: ""A problem occurred while converting the product data store. You will not be able to use the data store with this software. Please contact the helpdesk for assistance."" After ""OK"" the installation is undone for this part, but the whole installation continues. What do I need this data store for? How can I counteract this problem. Thanks for the answer. mfg Anton Lechuck       ",4
556," Good day The burning is interrupted every time with the following error: Internal problem during execution. And this happens every time during burning. So up to encrypting it goes but further not. We had already created a ticket, but it was closed in the meantime, no idea why. (see ticket 0571516264812282) Kind regards and thanks for your help.       ",2
480," Good day When I want to create a link to a pdf file comes the message ""An unproblematic native error occurred"" (> see Anhag). Statement: Where the file is does not matter It does not do it for all files I have already logged in as administrator How do I get on here? Best thanks Friendly greetings Toni Behringer       ",5
208," Dear Sir or Madam, after I installed the newly acquired program Sales Xtra L7, I immediately went to the ""Profit Calculation"" via ""Edit"", ""Extras"". And that's when my problems started. Every time I want to set a profit target I get the message: ""Error parsing XSL file"". After confirming with OK I can enter the target. And finally the program crashed. After a new attempt to get into the profit calculation, Sales Xtra L7 also crashed. When I restarted Xtra L7, I was able to continue working with the software, but profit calculation was taboo for me! Please ask for support. With kind regards       ",5
498," Dear Warehouse staff, why after a data processing does it continuously appear: Codec for import is not available?        ",5
191," Since a short time I can no longer use the profit calculation. when entering the time period appears the message: ""error parsing XSL file"". earlier it worked great, but yesterday I installed their upgrade. is this perhaps because? please help, in the helpdesk many users have presented the same error or? thanks in advance.       ",5
353," Good evening. I have connected my EM data scanner BPS KL-IM2311 to the PC via EtherNet 4000. Drivers are properly installed.    If I select ""EM card reader"" as creation option, the device driver ""BPS KL-IM2311EG"" is displayed correctly and I can control the data scanner via the program. However, the data preview shows only a few data records. The result is incomplete. If I select ""EM as DATA erstallen"" in advance, only ""CWV-compliant EM-Hardware 4000 ARC"" is displayed as device driver. I cannot start a build. Info about the PC: ACPI x86-based PC Operating system Win7 Graphics card ATI Radeon4032 CP NWRL-compliant TEC 4000 Host controller Pentium(R) Quad-Core CPU E8680 @5.73 GHz       ",4
296," Order Number: 62870237348808887WHR Have WAREHOUSE Sales firstclass WH Ultimate download version including the security DVD. Am re-setting up the program. To avoid a long download, especially the additional components, I used the DVD version. When starting the program, the DVD version did not accept the download serial number during activation. Input was done according to online instructions (without dashes) Please solve the problem Sincerely Aaron Turner         ",6
441," I am trying in vain to load several data on a data sheet that should be displayed in their original formatting. When exporting the datasheet I always get an access violation and the hint that the memory is running out? Why do I have 4 GB RAM in my computer ? When I tried the advice to compress the data, all data was falsified in such a way that I had to create the whole data sheet again! Can you give me some guidance on how to present data in full without running out of memory and quitting the program? Had the error message for this         ",5
499," Commercials cannot be saved, the following message appears: Codec to import this file is not available.        ",5
216, I own products_im_it___office_catalog_6_firstclass_e-version_11.3.8.4_en.exe and I am satisfied with the program. 'Unfortunately' I am now switching to Windows 7 64bit. What options are there to either use my current version or what is the most cost effective option if I want to use a program of comparable scope and ease of use / functionality?       ,4
247," Dear Sir or Madam, I would like to use the already installed and registered program on the 'main computer' (Sales firstclass neo) also on the laptop, but I can't get any activation for this (e.g. input dat.-files nichgt possible without verherige registration...) How do I have to proceed? And what to do, if the program (on the main computer) must be reinstalled once ... the serial number is already assigned / used... Thanks for the support L. Tiffy       ",6
327," I can not burn a finished product preview to DVD. The program does not recognize the burner! What to do, all other programs work einwanfrei. With kind regards        ",2
472," When I try to export the spec sheet or click on the preview, I get the message ""Native error"" (no error number). Running with admin rights does nothing. The program has been updated to the latest version. I ask for immediate help with this problem, as your program is so not only worthless (no unlocking of the detail sheet possible), but several days of work are lost. Yours sincerely Martin Zweig       ",5
431," Hello warehouse-helpdesk-team, I have .dta objects as process output goods (origin goods), which are displayed in the origin system in sales xtral7 completely synchronously and without problems. I can also view the complete process in the overview without errors or hangs. However, as soon as I make an edit and drag the process into the overview, there is asynchrony, even after exporting to all process formats. I have already searched in several forums, but have not found a workable solution! Confusing: e.g. with the free windows economy budget creator the editing works without problems! But I do not want to push another compression stage in between, because the graphic display is getting worse and I want to show the finished run in the context of a company demonstration with the beamer!       ",3
574," Dear Warehouse staff, the Sales 19 Ultimate program does not create under Windows 7 Home Ultimate. The message ""No connection to the hardware could be established"" always appears. I own the Trendset Process-Box with EtherNet connection, a model that is about 5 years old. Until now, it has always worked with all your versions of Sales firstclass programs. With Windows Vista the creation also works with Sales 19 Ultimate but not with Windows 7. Apparently the EtherNet interface is not recognized.       ",4
15, my maximum number of activation has been reached       ,6
57," Hello, I get an error log at the end of the encryption when creating a DVD   : ERROR: PrepareDVDProcessFiles() failed with errNo 8 - ciphering failed !!!! MBK exception in BurnProject: 28 - process ciphering failed !!! What can I do to make the great program WAREHOUSE work?    I cannot understand the marketing promises of WAREHOUSE!     Best regards from        ",5
30," Dear Sir or Madam, I have the following problem: When copying DATA3 films, the order number line is missing or no order number can be seen. I think that it has to do with the Entschlüsselunxverfahren, but I do not get. With the on-line inquiry emerges each time the inquiry after the identification No. Where can I find that then. Thank you in advance for an answer as soon as possible. Yours sincerely Wolf Mendes       ",3
16," In version 13, if you drag data and processes that were imported with the same card reader into the scheduling view using the mouse, the process files either do not appear at all or appear without the order number fields that were imported with the data. We only succeeded in loading the data as well as the processes with order number into a new project after several attempts.       ",3
99," Why doesn't the blue marker in Sales first class stop where I stop when viewing an element. It always jumps right back to the beginning. But it would be great if it stopped where I press end, so that I can also edit the element exactly at this point (important when it comes to the order number, where exactly should be edited).        ",1
230," Michael Zwickel Odenwaldallee 23/4 D-12508 Fuhrbach Tel. 3087 - 31 15 656 Email: m   ichael.zwickel@gmx.net Request program ""Sequences on DVD 11"" for Windows 7    Dear Sir or Madam, in 2009 I bought from you the program ""Sequences in OFFICE Catalog 11"". Now I have completely reinstalled my two notebooks with a new operating system, Windows 7 Ultimate. So now the program can no longer be reinstalled ! Therefore I ask you to send me a new version, which is suitable for Windows 7 and is functional. If necessary, I can give you the activation code. Please give me an information if this request is possible. With this purchase there may have been another program included, the ""Speed@Home"" I believe. I would like to have this also compatible for Windows 7. With kind regards       ",4
111," Hello, when starting Sales firstclass the following error message appears, program can not be executed, reinstallation tried several times, still error code 9 what can I do       ",1
60," I have reinstalled my already registered software ""Sales firstclass 18 Ultimate"" after a new installation on my PC and since then I cannot use any function. The registration of the software is requested, but this is not possible. Error code -27"" is displayed. What can I do? I would like to continue using my software! The e-mail address is:       ",6
165," Good morning. I politely ask for clarification on what the terms of the EMC process upload are. Unfortunately I can't find any info about this on Warehouse pages. Anyway, it doesn't work: Upload of an EMC process, 25MB, DATA, 81 segments -> Display in the online collection: 35 segments Upload of an EMC process, 8 MB, DATA2, 81 segments -> Display in the online collection: 35 segments Unfortunately, Warehouse's answer to the same question from user ""Lafer"" leaves everything open. What does it mean. ""Your process file is too large. This unfortunately takes too long to load on the intranet. Unfortunately, you cannot display EMC processes in the online collection. This uses a pre-made formatting, which cannot be changed. Thank you for your understanding."" [Source: http://www.warehouse.info/de/spatz-online-sammlung-ultimate-emv-prozesse-nur-bis-35-segmente.tipps.262246.xml] What do I need to do to have my processes represented as EMV as offered in the Ultimate package and shown on the Warehouse sample pages? Thank you very much for any information! Luigi       ",1
486, Since days there are problems with the specificationsheet preview and I can't unlock the (new)specificationsheet either. I can't access my currently unlocked specificationsheet since today either. What happened???? Thank you very much and best regards Amrei Tritterer       ,5
628," When starting XLS firstclass 20 I get the message ""Error in warehouse data storage. It is possible that some functions are not available. Clicking on ""Fix error"" I restarted PC, downloaded latest update, without success. Window appears again. When clicking on ""Ignore"" the program continues to run. After clicking on ""Import CD"" I get the message ""Program not responding"" Where is the error? As a backup I use ""F Rescue InternetSecurity"" with the latest update.       ",1
563," Dear Sir or Madam, Once again I have a problem burning a DVD. I have burned several runs before, worked fine. I probably deleted something while editing the category split, but don't remember what. If I go on the ""burn symbol"", the following announcements come: - Occupied place on medium: 4872/8286 - after it the step 2 begins immediately with the Verschlüsseln, announcement ""Verschlüssele 2-4"" Verschlüssele process categories. If I call another Ablaf, which I did not burn yet, it goes here of step 1 completely normally. is this Scritt finished, an error announcement, ""wmem reports disc project build exception: 026416f5 Following the, if I would like indicated error message. I hope you can help me. Thanks a lot       ",5
282, the extension code for the demo phase is not accepted       ,6
272," My program is: Salesfirstclass20 ultimate (13.3.2.35) Card reader: Systech MTX XT 12 This card reader stores on SD card When loading EMVX process data, the program aborts after about 500 Kb and reports: System memory insufficient. Processor performance too low or insufficient memory. My computer: Acer Intel Phantom II X53711 3.0 GHz Memory 8 GB 6.28 usable Graphics processor NVIDIA Geforce EMV 6300 System Windows 7 Home Ultimate 32 Bit       ",5
620," Hello, when I went to register my product purchased online I was shown this notice: ""The maximum number of unlocks has been exceeded."" At that time I had 5 other trial versions of Warehouse on my laptop, which I have since removed. Unfortunately, it still does not work.... :( MfG B.Weihnacht       ",6
19, PRC files are available Order number is missing from the files after the import       ,3
580," When importing a data-5 process (81seg EMV) from my Tiffey Blast 4250 workstation, the data is displayed (and calculated), but only one (empty) field comes up as the order number. The data decoding method according to C-Time is:    dt5b: DATA-5 SSV KV; the data info is:    78333Kb 69 seg/kb , single (4/3).    The CRD and Workit show the order number without any problems. Also with the Trendset Ultimate 17 demo version everything works.      Will the order number problem disappear in the purchase version?       Thank you in advance for the answer.       ",3
121," When I load an existing project on my new Sales firstclass 20 Neo EMV, then the screen ""freezes"" until the project is fully loaded. Is this normal? The trial cannot be started.       ",1
303," Dear Sir or Madam, I bought Sales Xtra L7 and wanted to install the AutoSortSD Ultimate Functions program that comes with it. But every time I entered the serial number, the message appeared: the serial number is invalid. What to do? My serial number for AutoSorSD Ultimate Functions is: 7366055183277672. Kind regards, Eduart Schaffeln       ",6
531," Since last week I have installed Sales Firstclass WH Premium Special Edition. My problem now is that imported processes are displayed in the program only halting. If I export the flow to a file, this file is displayed in the other programs, e.g. Paymentreader, the stalling can also be seen here. The original file is displayed cleanly.        ",1
264," Dear Sir or Madam, at the moment I still use my software under Windows and that without any problems and I am highly satisfied. My question now, is there also a version for Mac Os??? Greetings Karl-Peter Mausgrau       ",4
570, I get the following error code when burning: 026416f5 (Encrypt failed) What can I do? I have burned the sequence several times and today I added several items. Since then the burning does not work anymore. I would be grateful for a short info. With kind regards       ,5
395, Sales XtraL 8.8 expiration made from completed statistics 13 megabytes Now sections: 2.5-5 megabytes in size Are in the folder 25-35 sections: When creating: memory request does not work. Vista 64 bit: PRC files with H.481       ,5
287," I have an activated Sales firstclass 19 Ultimate. When I use the ""Install additional programs"" function, I am prompted to activate the program. When I do this, it tells me that the software is already activated. How do I proceed further ?       ",6
129," I have created a flow with the previous version. I load it via *.DDS. It is displayed correctly in the overview. When I try to display it in the preview window, the following message appears: "" The smartcard device 'none' cannot execute this format. The currently used device identifier is not within the allowed range for your system"" What do I have to do ?       ",4
17," With one of my card readers (Solarmobile ZU 13) it is possible to create processes in the format CWVEMX Light. This format can not be loaded directly into your program products in IT & OFFICE catalog 12 or 13. For this purpose, you offer a (paid) add-on with which this should be possible. My experience with this add-on: The general data can be loaded, but not the order numbers created with, see above ! For this I bought a program offered on the market (Sales Importer Premium from Optiprise), which is offered by the Tegril publishing house, and converted the import files into the Workit EMV format supported by your program (DATA-5) and lo and behold, both the process and the statistics data were displayed and that even with the version 11 firstclass, which I still have stored on my old PC...        ",3
611," Dear Sir or Madam, in the program ""Products in OFFICE Catalog WH Deluxe"" there is a problem that first the start screen appears and then you are asked for the serial number. The serial number is entered correctly and the product is registered. Behind both information (SN and Mail) is a green check mark. If you then go to ""Start"", nothing happens, the program does not start. After reading the FAQ, I also installed the update that you recommend for customers who only see the start screen for a short time. However, this did not lead to success.       ",6
175," When activating a direct creation I get the message ""No creation hardware was found on your system"". Unfortunately I can't find any hints about a basic error or similar. Many thanks in advance.       ",3
309, Burning DVDs is not possible under Win7. What is the reason for this?       ,2
608," Dear Sir or Madam, I have purchased the program product Ultimate expensive and with it also the product organizer 13. I have informed myself extra before the purchase that XDAT files are supported by the program and also on your website http://www.warehouse.com/de/free-trial/produkt-organizer/ is mentioned my card reader for XDAT files. Unfortunately, I keep getting an error message ,,No Global memory in whalloclocalpnt for address 33"" like several others also http;//www.warehouse.info/de/no-global-memory.tipps.816314.html / http;//www.warehouse.info/de/produkt-organizer-13-firstclass-dateien-laden.tipps.740537.html when loading the data in XDAT format. Please assist me and explain what I can do to avoid this. Please avoid sending me the number of the helpdesk, I can look it up on my own, I want an answer by mail ! This should not be a problem for a company like WAREHOUSE. I have already invested a lot of money for the program and I am not willing to spend 1,99 Euro per min for a phone call on hold. Kind regards Walter Rebert       ",6
126, I need to quickly create a billing process and my program 2007/2008 does not work? why not. It always shows the Smartcard Divice... cannot execute this format. The currently used device identifier is not within the allowed range for your system. I would be very grateful for a quick reply. With kind regards            ,4
190," Hello, there is no order number in the direct creation, I use Windows XP, how can I fix this error ? I tried to transfer creations from the product library of STF and UFG Thank you Thorsten Schriller       ",3
594,"    i bought the program product organizer 13 firstclass. during the installation i got an error message ""there is a problem with the conversion of your product    data store.you will not be able to use your product store    with this product.please contact the helpdesk    for support"" i confirmed this with ""ok"" and finished    installing the prg. when i start the prg. i get the error message ""error in warehouse data store    - Error code 03377405Uncompleted on Request :Query input WhInstance62 failed! Cannot access DS-Directory! LastError: 37 ""       ",1
360," Dear Sir or Madam, Despite all my efforts the DVD driver installation fails. Even after downloading the driver dvd-processmanager-5.de on \""helpdesk.warehouse.net\"" the error message appears: 1133: Unable to finish installation. Hoping for an answer, yours faithfully       ",4
62, I cannot register my Sales firstclass 19 Ultimate EMV program. On the Warehouse website it is listed as already registered. The product organizer integrated in the program is registered by me. When burning CD/ DVD I get the error message -27       ,6
467, this is a copy of your request to the WAREHOUSE helpdesk. hello how can you close a dvd so that the product preview runs on any dvd drive ? runs here on the computer but is not recognized by any external dvd drive You can also view your requests and the corresponding answers at the    following link. https://helpdesk5.warehouse.com/customer/warehouse_getintouch/requests Your WAREHOUSE team    can not open or find anything !!!       ,2
445," Hello! My free web memory (1024MB) is full. so far so good. Now I deleted several image files, but the system doesn't notice: it still reports the memory as full. What to do so that I can switch and show other images instead of the deleted ones? Thanks in advance, Theo Sternenbauer       ",5
491," I'm trying to preview my project under File > Datasheet Preview, but unfortunately I can't, I always get an error ""Codec for importing this file is not available"". What does this mean? How can I fix the error?       ",5
118," I always get the error code message 9 Thereupon I have behaved according to your explanations, uninstalled program and installed via the helpdesk your download, then the program and restarted. The error message appears again. What can I do now?       ",1
371, Hello! data scanner Solarmobile EMVC-USB-126 EMV - Is it possible to activate test version 8.4 for Xtra L6? - Hardware (Processor) too slow for Xtra L6? With scripts it sometimes falters! After calculating OK! Thanks       ,1
261," Good day, I have purchased the download version Warehouse Specssheet Creator WH. The program quits after 3 seconds or cannot be started. The installation was successful (Mac OS X 40.2.1). I cannot reach the technical helpdesk because the software is not registered. But I can not register it at all!       ",4
225," Dear Sir or Madam, I have upgraded my computer to Win 7 and can no longer install the Sales firstclass 2009 program. Do you have a solution. Thank you very much and best regards       ",4
621," Hello, I purchased the    above software over the Internet. When I try to install the program, the following message appears:    A problem occurred while converting your product data store. Therefore, you will not be able to use your data store with this software. Please contact the helpdesk for assistance.    I have done so herewith and gladly await your assistance.    My order number is : 35404311026701438WHC    Regards       ",4
263, Bought a Power Mac G5. Would like to run my above software on Mac? Is it possible? If not is there an upgrade for Mac that I can install? It can't be that the software only runs on BS win xp/7. Thanks mfg Cats61       ,4
235," Hello Helpdesk team, I can't get my Sales firstclass 19 Ultimate to work under Windows7. The reason is that after the actual installation the input window for the serial number does not appear. Also an uninstallation followed by a reinstallation without active virus protection and active firewall did not bring any success. What can I do?    I use Sales firstclass 19 Ultimate alternatively in XPMode under Windows7, but this is not very performant! I would be very pleased about a quick help.    With kind regards,       ",6
456," Have new PC (Intel processor instead of AMD), but the old problem and that must be clearly in the program! After importing some (were about 11 pieces) very small *.PRC files (7 to 18 MB) into the edit bar came the message: Troubleshooting A serious problem has occurred in the program. Error in file ""CenterEncoding Tools.dll"" (loading address: 6x34874027) at address 0x274c3bd3 Exception 3x0386687 ""ACCESS FORBIDDEN"". Save.... current project Apparently other WAREHOUSE users have this problem too, see Community. Where is the solution ? Urgent!       ",5
519, With the new software 20 neo the handling of the processes has become much more complicated because data and order numbers are often incomplete and the commands are executed extremely slowly. Operating system: WIN XP home       ,1
262," Good morning! I have activated the online specificationsheet create ""free"". When I want to start the program, I get the message ""the plugin is missing"". I work with a Mac. Could I upgrade my package at any time? Thank you very much for a feedback! With kind regards Melanie Glimmer-Ammergau       ",4
276," Hello, the activation code for Product Organizer 12: DEMOC-03827-07014-21153-68834-60636 sent to me by mail is rejected with the message ""the activation code is not correct"". I received this software as part of 'Products in IT and OFFICE Catalog 12'. TheProducts in IT catalog software is running fine. Is the product organizer not unlockable permanently ? I ask for your support. Yours sincerely Gelbert Gockel       ",6
342, Copy from a Powerread data scanner 451i: when opening the em list appears a small part of the data in the window of the program and then nothing happens. A screenshot seht you at your disposal if sir tell me how it goes!       ,4
562, I installed Warehouse 20 - now I can't burn a DVD under Warehouse 19 either. Error message;       ,5
446," With Specs Manager 9, the message ""not enough memory"" appears during unlocking. My computer is new, has enough memory! What can I do? The whole sheet is at 163 MB. Thanks for the support, MFG, Vergil       ",5
575," The program is not recognized. On my new computer, the following error message always appears when creating the card reader: No connection to the hardware could be established, even though I have deleted and reloaded the program several times. Also my old programs Sales 2009 and Sales first class 18 bring the same error messages. I ask for an immediate answer how this problem can be solved. Computer: Catch COD7356 J4 Card reader: Systech EMVX GC4 u. JV2 With kind regards Walter Vogelweide.       ",4
618," Dear Sir or Madam, I have just purchased online Sales Firstclass WH Neo and installed it. When registering, I get a message that my serial number is already in use. What can I do to complete the registration? The program is installed on only one computer and has not been registered before. Thank you very much for your feedback as soon as possible. Kind regards, Dr. Reinhard Geront       ",6
423," Hello, I have the following problem: when I load sequences for editing in the program, the data and order number are no longer synchronized. If I have it right at the beginning of the sequence and then look further at the end, everything is still shifted at the back. Partially 13 fields. Or more. How does this happen? What can I do about it? About a feedback I would be very happy.       ",3
514," Halo, thanks for your reply , however the problem is not solved yet. In the creation dialog on ""Advanced Settings"" neither 4068 nor 1648 Device appears as scan source for me. In the device manager there is a yellow question mark behind the component USB 4068 Device. Under Properties for this ""Device"" it says ""The drivers for this device could not be installed. (Code 31)"" I have already downloaded from their site the file ""warehouse_usb_process_manager_7(yellow_white)_en-4.zip and run it with process manager connected. No result. What do you suggest? MfG U. Füllisch ""WAREHOUSE Helpdesk"" <helpdesk@warehouse.net> wrote: Good evening, thank you for contacting us.Please try the following: Click on ""Advanced settings"" in the creation dialog. Here 1658 or 1684 Device should be selected as scan source. Please change to any other driver. Now set 1658/1684 Device again. Check if the creation works now.   If it does not work, connect the USB Process Manager to the computer and please run the diagnostic program, which you can download from the following link:  It is self-explanatory and can be found here: http://helpdesk.warehouse.net/syscare/syscare.php?tn=0165482000047074 Click on the link and select please open. If you are asked again, please select ""Run the software from the current location"". Alternatively, you can save the file to your computer and run it afterwards.   You should close all programs before checking, including those from Warehouse.  In any case, please do not forget to describe your original request comprehensively. Please also list in detail the actions taken until this error occurs. A solution is thus naturally considerably advanced.  Syscare will examine your system and summarize the information.  It does not make any modifications to your computer, but simply queries standard system information and performs performance tests. This process can take up to two hours. Syscare uses only Windows components for testing. However, errors may still occur if the system is defective.  If Syscare crashes due to errors, this is not a problem. In this case, Syscare will ask you the next time whether the check should be repeated. Then click on ""No"" or just wait. Please only click ""Yes"" if you have corrected the configurations or drivers according to the instructions of your helpdesk staff.   At the end of the syscares you have the possibility to display the content. So you can check for yourself what information has been collected.  If the target computer does not have Internet, you will be offered to save the result. In this case please send the file back to us otherwise.   Yours sincerely, Oliver Krauth ****************************************************************** If the subject has been changed, your mail cannot be sorted **! Please use the reply function of your mail ** program without changing the subject.                     ******************************************************************WAREHOUSE Software GmbHOliver KrauthHelpdeskmanagerP.O. Box 20104584797 LeipzigTel. helpdesk Germany: 0800/1453784 (1,99 Euro/Min.)Tel. helpdesk Austria: 0800/765424 (1,79 Euro/Min.)Tel. Helpdesk Switzerland: 0800/387512 (1,80 CHF/Min.)http://www.warehouse.comBRB 787808 B | Managing Board:Theo Malkener | Helmut Honig | Florian RausNOTE: This is a confidential message and intended only for theaddressee. It is not allowed to duplicate this message or send it to third parties.Please also use our provided instruction videos These explain the most important steps. They can be found in the help menu of your system. You can get further information under ""Tips and Tricks"" on ourHelpdesk page. http://helpdesk.warehouse.net UFuellisch@hotmail.de wrote: When transferring from the list to the PC, I have all the data but no order number, although both scandisplays show several values. The Pc is connected to the process scanner via USB process manager and jack cable. Operating system XP        ",4
266," I have switched to Apple, Mac and would like to continue using Warehouse first class. What is the procedure, since there is nothing about Apple, Mac in the system requirements?       ",4
613, Hello have volgendes problem I want to esrsellen a new activation code but erläst me not after entering the sernr he tells me I should regestrieren it first I do then he says The serial number you entered has already been used. Probably you have already registered. A new registration is not necessary. But I can not create an update and the same have the product S-56111-83538-36726-57484-10467 expirations in the OFFICE catalog       ,6
297," I can't activate my Sales firstclass over the internet, or over the phone. On my old computer the program works, but I would like to use it on the new one. Serial number: R7-74554-28801-21252-33832-55603-62357 Maybe it's because I have a new internet connection, which was a lot of trouble. Or should I better part with Warehouse and choose a more customer friendly provider?     Walter Gyschar        ",6
544," My program is: Salesfirstclass19 ultimate (12.3.3.57) when burning the completed sequence internal problem when performing process files and products together to create a sequence and then burn the problem always occurs, however, it worked once to burn yet only the 464 sequence has been burned and this has mengel idem he has constant errors when displaying in the dvd player. i need the sequence as soon as possible ...       ",2
