Column1,Narrative,Abteilung
315," When I call up my product organizer program, I get the message that I have to register, even though I already registered in April. The democ code I entered is not accepted because it is supposed to be wrong. Also after a new registration the same code was sent to me. Since I did not want to test the software but bought it I assume that I do not have to unlock it again and again. Burn       ",6
581," When importing my dt5 sales files from my workstation, the order number is often transferred incorrectly (CRD or Windows Payment Reader can display the order number normally) What can I do?         ",3
449," I have purchased products in IT&OFFICEKatalog12 firstclass via DVD-Rom. My registration data are also available. Now when I want to insert small background sounds in my product preview, the following notice appears the detection format of H:\my product archive\Article 2010\Ausverkauf Berlin\BerlinFiliale 030.PRC can not be read by Warehouse products in IT & OFFICE catalog. Please make sure that the affected drive is not full or write protected. If you do not have permission to read and write in this file, please contact the administrator. What do I need to do? My activation efforts failed so far because I don't know where to find the desired ComputerID.I am already very disappointed! Thanks in advance for a quick reply. Sincerely       ",5
512," The software installation was lengthy, but without problems. The installation of the hardware driver is not possible (according to the Quick Start Guide page 17 for Windows XP). Changing the 3 USB ports did nothing either. An upgrade from your helpdesk page of the file 4.6.6/8,84 MB as well as the driver ""USB-Process Manager 5-yellow/white/ 11,94 MB"" brought no success after the installation. I hope you have a solution for this problem, otherwise I unfortunately have to return your software as ""not usable"" to the reseller.       ",4
629," Good day, already during the installation it was pointed out that product data could not be converted and the program could not work partially. Have nevertheless installed further and can partially work with it. At the program start it brings then however always the reference that the product data memory would not be installed correctly. Can also not access in ""WAREHOUSE data"" to the data storage. I also get the same error message with the product organizer.       ",4
633," Sales first class WH cannot be installed on my computer.When installing component 4, I get the message:A problem occurred while converting your product memory.You will therefore not be able to use your data memory with this software.       ",4
531," Since last week I have installed Sales Firstclass WH Premium Special Edition. My problem now is that imported processes are displayed in the program only halting. If I export the flow to a file, this file is displayed in the other programs, e.g. Paymentreader, the stalling can also be seen here. The original file is displayed cleanly.        ",1
547," I use data in *.wdt format, created with Systech KJH Q8; project contains approx. 860 data sets; segments approx. 87 (max. 3MB per data set) May not be related to this, however, since the problem occurs only in the ""Burn"" dialog, after completion of step 6, i.e. exactly before the last 7th step of the burning process, when the program wants to access the burner and start the actual burning process. Error message: internal problem during execution problem always occurs; other error messages do not precede; how to recreate problem I do not know. I suspect that the Warehouse program assumes that another program is currently accessing the burner - which is not the case - and therefore aborts the burning process.           ",2
483," There is a problem with exporting the specifications sheet before it can be uploaded to the server. Furthermore, since this occurrence, there are problems with the display of the specifications sheet in the intranet. Some objects are missing at once. It is important to disable the ""native error"" message at the end of the export process.       ",5
116," Hello, unfortunately, according to your instructions I had no success, error code -9 when running the program still appears! Ask for assistance,       ",1
389," Error ""a save request is invalid"" in some program situations. E.g. currently when taking over generated overviews from the overviewcreator. have already set the swap file both automatically and manually-without success.       ",5
171," Dear Sir or Madam, When exporting I get the error message        ",1
360," Dear Sir or Madam, Despite all my efforts the DVD driver installation fails. Even after downloading the driver dvd-processmanager-5.de on \""helpdesk.warehouse.net\"" the error message appears: 1133: Unable to finish installation. Hoping for an answer, yours faithfully       ",4
173," I have installed warehouse processes in OFFICE catalog 12 on my new PC running Windows7 (purchased in Feb 11).    1. processes with standard EM cards via EtherNetCard I wanted to transfer from the smart card reader to the PC. This did not work at all - despite seeking advice from the dealer. The message ""No connection to the hardware could be established"" kept appearing, followed by ""The selected folder is write-protected. Saving not possible."" Somehow he didn't know the card reader. Now after 5 months break (miracle of miracles) it suddenly works.    2nd Then I tried to transfer analog cash register lists from process scanner to PC via SD grapper(?). The PC recognized the ARC at ""Hardware"". But also here the above mentioned hint came up all the time. Also this went after some time (without me changing configurations or the like) suddenly and unexpectedly. 3. finally I tried a manual creation. So processes at iProcess or similar directly set, so that I can use them without online access. This only works with the product data it does not create any order number. I have already written the messages under 1. In addition I have separately the old PC usable, which runs under WindowsXP. There I still had the previous version of Warehouse installed. Therefore I installed the new Warehouse also there to test the mentioned three creation variants. All three worked immediately and flawlessly. Therefore I kept on trying on the new PC. But I just can't get the direct creation to work. Could this be due to Windows7 or the system components? And how can I fix this problem?       ",3
221, Bought Ultracom H4 with Warehouse Processes in OFFICE Catalogue CASH Edition. Windows 7 wrong version. Cannot find an upgrade. With kind regards       ,4
1," I have all versions Sales firstclass from 2006 until today. On Saturday got the version WAREHOUSE Sales firstclass 20 Neo, had to find out after installation that the labeling of the buttons in the export screen are not readable (eg file format, navigation, compression, font, sorting, etc. the complete labeling under file options, design title page and design buttons. After uninstalling and reinstalling the program, the display on the export screen did not change. Since I do warehouse training for company managers, it is not possible to work properly.         ",5
428," Hello, very much I would like to buy. However, a few difficulties have arisen, if someone from their house could help me I would buy.    Problem 1 when I open a created statistical process in the program, the order number does not match the data.    Problem 2 when I open a process in the program, it hangs when calculating through.    Have the 2008/2009 version, is it possible to get a plakin for this?       ",3
131," Dear Team! Subject Ticket#: 81000801232128718083732812 -Change of configuration in compatibility mode did not help with product in IT&OFFICE catalog 6,8. Even the product in the IT&OFFICE catalog 12-Windows 7 indicates that the ""Smartcad device"" cannot execute this format. The current device recognition used is not within the allowed range for their system!!!! -Maybe I should go to the neighbor??? Slowly my patience is running out. With Windows XP SP2, the 9.8 program ran without restriction. Now with Windows 7 everything is a problem. I just can not understand this. With best regards C.Grant       ",4
68, Error 27       ,6
69," Hello, Question 1: Why can't I update my Sales firstclass 46 neo SpEd-L online ? Every time I want to update the following message appears: First of all the welcome window opens where I am asked to register online, but I have already registered the program. When I click on register again, the following text appears! ""This serial number has already been registered with another e-mail address. Please contact the Warehouse Helpdesk Error code 27 As far as I can remember I have registered Sales firstclass under the following email address. koduleri587@hotmail.de What can I do now to update Sales firstclass Please help Yours sincerely Serial No. for Sales firstclass 19 neo SpED-L : S5-74706-05358-80713-38658-37037-57852 Karl Orpelin       ",6
50," What does the error message : wmem reports disk build exception 411451v4 ? The project has already been burned to DVD, there are no representations. Encrypting again brought the error message.       ",5
511," Hello my USB process manager can not install the driver . and my pc does not recognize the usb stick . On my PC is everything in order, I suspect that the usb stick is defective. Since I have also downloaded the driver and it can not be installed on the stick.       ",4
275," Again, I get a green check mark in the product organizer when I enter the trial code I received. If I then press Use program unlimited, I still get the error message. The unlock code is not correct. Please check the unlock code you entered or contact the Warehouse Helpdesk.       ",6
487, Dear Sir or Madam I have the following problem: I can only view one sheet of my DS on the preview sheet (I have clicked on the correct icon for the whole specification sheet). Can you please help me? Kind regards Thea Brenner       ,5
154," good day i have installed the program with firewall and virus program inactive. when i want to run the program, the startup screen appears, but as soon as it says that the process structure is being set up, the startup process aborts without an error message. my system: win xp home sp3 (with all updates) amd phantom 3050 mhz 2 gb ram geforce 4500 se graphics card(driver in device manager)       ",1
168, Hello Sales firstclass unlock after hardware change. How do I do this? I get the error message: Serial number already used       ,6
606," Hello my name is Jessica Grosmann. I bought SpecsManager 11 Ultimate on Friday, 12.4.11 and also installed and registered it on the same day. Unfortunately, I had to find out that my account was apparently not set up and I have therefore registered myself again on their site. When I then wanted to register my SpecsManager 11, this was blocked with the message that this product is already registriet and I do not need to register it twice. I would therefore ask you to correct this, that is to reset the registration or to tell me the account where it is registered. My serial number is: P5-34748-52366-80540-26476-84177-73426 . Furthermore I have a software problem and the sheetview preview does not work. A small white window opens but nothing is visible on it and in the lower left corner flickers : ""res://ffwindow.dll/cntstop.htm"" this link and my CPU usage goes to 100%. I hope you can help me. I would be very grateful for a quick answer. Jessica Grosmann       ",1
143," Smartcard of statistics file cannot be displayed, smart header does not work. Process is not displayed, history control does not work either.       ",4
609," dear ladies and gentlemen, I have properly PAID and registered your program for almost 150 eur! with every action that I want to perform in the program I am asked to register - THAT CANNOT BE TRUE!!! when I then register again - because otherwise YOUR program DOES NOT WORK! - I get the message - THIS PRODUCT IS ALREADY REGISTERED ! I feel sold for stupid! I ask for a detailed explanation what is going on with the program and how you can ensure me the unrestricted use of my program WAREHOUSE Sales firstclass 19 Neo EMV from now on. I expect a response within 48 hours. MFG Ted Scherbatsky Phone 1828424746 Germany       ",6
209," When working with the curve calculation, the following message always appears: Error parsing XSL data. Please help me. With kind regards       ",5
474," Hello, I get the following error message when trying to duplicate tables: Native program error 1878. u.sp.v What should I do? I have already re-downloaded and installed the program yesterday. Kind regards Nena Klübner       ",5
416," Dear Sir or Madam, I have a problem when applying scripts. As soon as I insert them and look at the process or the order again, the order number does not match the data and at the end of this order the beginning of the order is mapped hanging for a few process steps. I have DATA files. Thanks already for an answer. MFG       ",3
502, I have installed the file exactly according to their instructions.unfortunately it still does not work. The data is there but no order numbers. For USB1658 device no driver (code31) could be found.       ,4
405," I installed WAREHOUSE Specs Manager Ultimate 10 on one notebook - everything went OK. Then I bought another notebook with a bigger screen and installed WAREHOUSE Specs Manager Ultimate 10 on the new notebook. The software runs but it is not possible to view the finished sheets, I get the message: Error from WAREHOUSE SPecs Manager Ultimate ""CODEC TO INCLUDE THIS FILE COULD NOT BE FOUND"". What to do? Your customer Ivan Golbarov       ",5
371, Hello! data scanner Solarmobile EMVC-USB-126 EMV - Is it possible to activate test version 8.4 for Xtra L6? - Hardware (Processor) too slow for Xtra L6? With scripts it sometimes falters! After calculating OK! Thanks       ,1
226, Is it possible to install office catalog 11 correctly on a min 7 computer? If not is there a possibility of a cheaper update to a running version? I just bought office catalog 11 in summer 2010 and now I can't install it on my new computer? Thanks for your help       ,4
278," Hello, I have purchased product Ultimate 12 special edition including Sellulate Write Codec ( which is a narrowed version ) product Organizer 12 ( demo phase expires ) cake reader and Trackkeeper 4.9       ",6
335," Hello helpdesk team, I have connected my chip card reader Solarmobile via ethernet to my computer (Win 7, 64 bit). However, when creating, I can't jump forward and backward through the data or create anything. Windows recognizes the card reader (audible by the noise). Do you have any advice? Many greetings from Munich Rudolph Weltall       ",4
450," I can't drag PRC product objects to the product area in the IT & OFFICE catalog 13 Suprem-Sooftware, the window appears, see attachment! I would be grateful if you could help me in this matter. With many greetings       ",5
46," Dear Sir or Madam, I have a burning problem again. Have all products amgepaßt, processes from *.pbl in *.pxa format converted.Have hidden in the startup screen all Microsoft services and disabled burning programs. Have run the latest burn routine through and after encrypting comes the message: wmem reports disc project build exception. After ok: Burning was aborted with the following error: Encryption failed. I copied the logfile into a *.odt and attached it as *.zip. I would be very pleased to receive an answer as soon as possible. Irmel Bregengut       ",5
155," Hello Warehouse Team, when starting the program Warehouse Sales Firstclass WH after the program interface is set up an error message appears so the program can not be started and used. Windows starts looking for a solution to the problem but cannot find anything. I am using Windows 7 Please help me!!!!!     MFG    Peter Schaffner       ",1
540," For years the program runs flawlessly. Suddenly the abort after everything is prepared under: Proucessing - internal problem - file does not exist. Reinstallation brings nothing. On my old computer now the same problem. Nothing works anymore, what can I do? At the moment I have uninstalled everything. Thanks for your help in advance.       ",2
112, I had installed your program PC care 2011. Yesterday I wanted to start the program. Error message -9. Have uninstalled program and started your recovery program from the Internet. Then reinstalled PC Care. Program works. Today I wanted to start Saeles firstclass 19 and product in IT catalog 11. Error message -9. What is going on? It can not be that I now have to reinstall these programs!       ,1
309, Burning DVDs is not possible under Win7. What is the reason for this?       ,2
28," Dear Sir or Madam, I have created a procedure under Sales simple. The material contains the decryption method OVN 19 KR. So far, there have been no problems with the material. However, now when I reopened the project and made minor edits, there are no more PO numbers. The order number field is also grayed out so that it can no longer be written to. Can you help me? Best regards David Kesselhoff       ",3
35," Unfortunately I now have products in IT & OFFICE catalog 13 Firstclass. Some article processes I have also been able to burn. At the last burn attempt however the following error message came: Problem in class ""wmembank.dll"" (search address:Ox83708447) at address 6x8e80fcre What can I do? I tried to repair the program, no success. The data on products ...10, which is still on the computer is obviously not possible to burn there.       ",5
558, Grüezi have preview created encoded and can not burn it aborts when burning wanted to update driver from the burner says it is current (2007) always leads to abort after several attempts Thanks for support (see log file) MFG       ,2
476," Hello, we have prepared our detailsheet for the Thüringer Auen-Verein, Sektion Flussdorf e. V. with the domain www.thueringerauenverein-flussdorf.de with your program Specs Manager and wanted to activate it via the company seven.net.    So far everything o.k. Up to the point where the data should be exported and stored on the hard disk of the home PC. I always get the error message: ""Native error"". I think it's because I don't know where exactly on the hard drive to save it. SD card doesn't work either. Do you have a tip for me? There where the programs are stored, including Warehouse, I have also tried, unfortunately does not work. Also desktop, or under documents it also does not work. Do I have to convert anything into another format before? Thank you very much.       ",5
148," When uploading your program, the new computer hangs up No notice No idea Occurs when the program starts up !!!! Dear ladies and gentlemen, if you bring immature software on the market and I have to start as a layman analyses with you to coordinate so I miss further desire to work with your software.    I have considerable doubts whether it will happen more often in the future that your software will fail. With your other software there is no problem! I am inside already so far your Ultimate package on Ebey for'n ""appl and an EI "" to sell.       ",1
630," Good day, already during the installation it was pointed out that product data could not be converted and the program could not work partially. Have nevertheless installed further and can partially work with it. At the program start it brings then however always the reference that the product data memory would not be installed correctly. Can also not access in ""WAREHOUSE data"" to the data storage. I also get the same error message with the product organizer.       ",1
227, Dear Sir or Madam How can I install this software version on a Windows 7 PC? Kind regards        ,4
347," My EM card reader is connected via Ethernet on a Win7 Home Ultimate 64bit PC. It is also visible in the control panel. When creating in salesfirstclass 20, the error message comes - no connection could be established to the hardware.       ",4
224, Installation under Windows 7 is not possible.        ,4
259," I have connected the USb Keyboard K-7662 USB D3 to my Mac and integrated it into Windows via a virtual machine (Parrs). Unfortunately, neither on the Windows nor on the Mac interface the keys a, q, j, u, i, o, p work. What could be the reason? The connected Mac keyboard has no problems to use these keys in SalesFirstclass. Thanks for a problem solving answer Ch. Klipf       ",4
364," Your message: My program is: Other WAREHOUSE program or general request As already discussed by phone: Sales Xtra L 8.8: Stuck in page view Error occurs with highly segmented (4,526 x 4,504) material. Here another 134 requested characters       ",1
470," AS SOON AS I CLICK ON ""EXPORT CURRENT SHEET AND PREVIEW / EXPORT COMPLETE SPEC SHEET AND PREVIEW"" (FOR THE PREVIEW FUNCTION) I GET THE ERROR MESSAGE. ERROR FROM WAREHOUSE SPECSMANAGER NATIVE ERROR!       ",5
247," Dear Sir or Madam, I would like to use the already installed and registered program on the 'main computer' (Sales firstclass neo) also on the laptop, but I can't get any activation for this (e.g. input dat.-files nichgt possible without verherige registration...) How do I have to proceed? And what to do, if the program (on the main computer) must be reinstalled once ... the serial number is already assigned / used... Thanks for the support L. Tiffy       ",6
327," I can not burn a finished product preview to DVD. The program does not recognize the burner! What to do, all other programs work einwanfrei. With kind regards        ",2
85," Hello Warehouse Team, how can I open PRC files, or set up a Wokit library. Your help is totally incomprehensible.With my previousComputer and the program 18 everything went smoothly. MfG       ",5
54," Dear Sir or Madam, had a program abort yesterday while burning. Wanted to start a new attempt today. Now I get the following error message: Verschlüssele Ablaufaufbau Beim Processing Error message wmem reports disc project build exception: 411451v4 What can I do? Thank you very much for your efforts.       ",5
92," Dear Ladies and Gentlemen! Take a look at the question and answer on... http://support4.warehouse.net/customer/de/ticket/73 ... After all, there are 7 out of 13 users whose goal was not achieved. (Among them also me). I found out the following while looking through at the other customers and through my own observation: The problem is indirectly that the section end pointer has disappeared! But it is possible to make it appear again. One moves an object of the sequence so long to the right until the right range pointer is inconspicuous but nevertheless to be recognized.    After that the project is usable again like any other. Maybe your developers can now track down the bug better. I recommend to fix this bug, since such cries for help are to be read constantly. Kind regards       ",1
530," I have a 3.11 Ghz Quad Intel machine. When processing CWVEMX processes (e.g. direct processing) without prior calculation, the preview display stalls in this section of the process. What can I do? When will there be a SFC on the market, where the calculation of the preview display runs automatically in the background, as other programs do it as a matter of course?       ",1
635," When importing PRODUCTS IN OFFICE CATALOGWH, I get the following error message while converting your product data memory       ",4
419," Hello, I have a problem when burning: Already the first object without any editing jind after 8-13 mb. the data and the order number no longer syncron. All process settings (memory, format, etc.) are set. Currency conversion on ""optimized"" Clever Calculation out. How should that look like with processed expirations ? With the Win-VX-Creator I have never had such a thing. Runs perfectly, --- can only burn, therefore WAREHOUSE.       ",3
342, Copy from a Powerread data scanner 451i: when opening the em list appears a small part of the data in the window of the program and then nothing happens. A screenshot seht you at your disposal if sir tell me how it goes!       ,4
569," Hello, burning is not possible. Error indication: wmem reports disc project build exception: 026416f5. I ask for help. Thank you. Sincerely. Gpnter Rumpelhofer       ",5
194," hello, when creating a profit calculation I always get the error message ""error parsing xsl files"" ??? this message comes after I have entered a month under edit profit targets and press return ???       ",5
83," I use processes with ""PRC"" format and I want to edit them with Warehouse and I should install a Workit library for this. How do I do that?       ",5
306," Hello! I have for some time Sales firstclass WH Ultimate download version on the PC. The program is properly registered with you. In addition, I would now like to register the add-on program ""xtraGOOD Corporare 4.8""; unfortunately, I seem to be missing something. After entering my data, the program asks for the registration code. Where can I find it? Thanks for the help E. Weidener       ",6
551, Everything works until: Dis To burn disc. Then comes the message:Internal problem during execution; Burning was aborted due to the following error; The drive is not completely supported.       ,2
276," Hello, the activation code for Product Organizer 12: DEMOC-03827-07014-21153-68834-60636 sent to me by mail is rejected with the message ""the activation code is not correct"". I received this software as part of 'Products in IT and OFFICE Catalog 12'. TheProducts in IT catalog software is running fine. Is the product organizer not unlockable permanently ? I ask for your support. Yours sincerely Gelbert Gockel       ",6
18, crv import without order number       ,3
208," Dear Sir or Madam, after I installed the newly acquired program Sales Xtra L7, I immediately went to the ""Profit Calculation"" via ""Edit"", ""Extras"". And that's when my problems started. Every time I want to set a profit target I get the message: ""Error parsing XSL file"". After confirming with OK I can enter the target. And finally the program crashed. After a new attempt to get into the profit calculation, Sales Xtra L7 also crashed. When I restarted Xtra L7, I was able to continue working with the software, but profit calculation was taboo for me! Please ask for support. With kind regards       ",5
513," Hi. I do not get the driver nei, or because it does not gehet on Windows 7. have 64 bit. what ligt it? greetings merlin       ",4
180," In the direct creation, no order number is created. When selecting the data source, in the direct creation pack, only ""Scanner"" or ""Input"" appears, both with the note not connected. The note ""Attention creation data insufficient"" also appears. Under Device Driver I have the following selection: ""Temtech EMV Scan -Line Input, -Tech Input and Broadband Input"", when selecting one of these options the message ""No connection to the hardware could be established"" always appears.     I also noticed that under External Creation there is no entry in the Device Driver field. In Device Manager I have no error message and the ""Ati EMV Scan and Temtech EMV Scan"" work fine. Thank you very much for your efforts. Kind regards Ans Breit       ",3
170," Good day, unfortunately for days I can hardly load products into my online collection       ",1
536," Hello, I wanted to burn a DVD me the burning process CWVEMX.after the 3 step the burning process is interrupted with the following note: wmem reports disc project build exception 405388a2 verschisseln failed.i ask for your help nice greetings        ",2
273, How to use foto Organizer 12 indefinitely? There is always an end of demo period displayed.       ,6
490," Hi, wanted to export a quote (based on Handout_05) to .pdf for going to the printer, but PDF is not present in the file type selection menu. Had first thought it was due to my tinkering - but even with suggestions from the group view, there is no PDF in the export dialog. What could be the reason or what did I do wrong and is the export in .wdt about equally suitable for printing? Kind regards Jan Hilscher       ",5
117, I had installed the XLS creator and it ran for about 6 months without problems. Then I tried to start it at the end of August and got the error message Reinstall corrupted or contact helpdesk.       ,1
129," I have created a flow with the previous version. I load it via *.DDS. It is displayed correctly in the overview. When I try to display it in the preview window, the following message appears: "" The smartcard device 'none' cannot execute this format. The currently used device identifier is not within the allowed range for your system"" What do I have to do ?       ",4
414," Dear Sir or Madam, Sales goods that I save from the POS computer to my external hard drive in dat format and then read into Sales FirstClass 20, I can assemble, insert and edit as I wish. The display within the program is also flawless. But: As soon as I save the project (as a file - regardless of the format - or burn it to DVD) the identity between data and order number is no longer correct. The order number slips (about 4/5 fields). Within the first dat-file everything is still ok, with all following, attached and connected dat-files (i.e. in the course of the process the distance becomes larger and larger) the distance adds up. Could you give me an explanation/help for this? Unfortunately I did not find anything in the forum.       ",3
167, When uploading my data in the online collection always comes the error message beim upload ist ein Fehler aufgetretten try it again later. Why???? Data is in WDT format       ,1
239," Dear Sir or Madam, on 30.12.10 I ordered Warehouse Manager Ultimate 10 Online Cloud from you, paid and installed it. Until now I have only read the manual and experimented with the program. Only now I noticed something, which was displayed from the beginning, but I did not pay attention: 1. When starting the program, a message appears: This Version of Warehouse Specs Manager Ultimate is currently not registered for .SPEC files. Do you want to register it ?       YES or NO If I select Yes, I can enter the program normally. Nothing happens. The 2nd problem appeared now while experimenting around. When I try to design a productsheet and then export it, the following message appears: WARNING FROM WAREHOUSE SPECS MANAGE This function is not available in Warehouse Specs Manager Ultimate-Online Cloud Edition Both when I click File - Export specificationsheet and in the top bar the 7th button, as described in the manual, page 26. What did I do wrong or did not pay attention ? Did I get the right version ? How can I register the product, I have installed u. activated everything according to instructions. I ask for your help. Thank you in advance Sincerely Walther Mayer       ",6
375," Good evening, We have tried all recommendations, but in vain. The drain runs until about 4 cm. before the change, then it itches 5 cm further forward. However, we can forget about editing and product change. We do not get to that at all. With kind regards -----Original message----- We own New a Systech EMVR-QS154 VE Complete EMV chip card reader, Unfortunately we can on Warehouse Sales firstclas 19 as well as with a test program Warehouse Sales Xtra L7 the expirations not work on, since they falter. That is they \""itch about 5 cm forward\"" so I can not work. Is Warehouse not yet able to handle these highly segmented product processes?       ",1
198, - Error fetching XSL data in profit calculation - Wrong parameter - duplication of a sales process creates an empty field       ,5
563," Dear Sir or Madam, Once again I have a problem burning a DVD. I have burned several runs before, worked fine. I probably deleted something while editing the category split, but don't remember what. If I go on the ""burn symbol"", the following announcements come: - Occupied place on medium: 4872/8286 - after it the step 2 begins immediately with the Verschlüsseln, announcement ""Verschlüssele 2-4"" Verschlüssele process categories. If I call another Ablaf, which I did not burn yet, it goes here of step 1 completely normally. is this Scritt finished, an error announcement, ""wmem reports disc project build exception: 026416f5 Following the, if I would like indicated error message. I hope you can help me. Thanks a lot       ",5
316," Dear Sir or Madam, Serial No. M5-04428-06534-27015-76712-72326-70711 I would like to burn my completed data. Unfortunately I get the message:         Burner not available/found. I also do not know if my software is suitable for Window 7. Please help me as soon as possible, as I will be on vacation from Tuesday. With kind regards Wilhelm Donau       ",2
554," My program is: WAREHOUSE Sales firstclass 2009 PLUS (7.8.6.4) After converting the sequence Sales firstclass 2009 NEO to burn the DVD does not recognize the external burner Jacobs PWR0868 connected via COM and aborts with the indication of an internal error. I tried this about four times, also as administrator and different expirations. No other messages preceded the abort. The recorder is otherwise recognized in the system (XP Prof.). All error messages on the Warehouse pages did not lead to a solution.       ",2
377," I have created a project over the test period and was actually very zufriden. Now I have the problem that the project can be displayed only once halfway reasonable. (1x after restarting the program) In all other attempts, only the numbers are displayed. However very jerky. The program no longer responds to input (mouse keyboard). Is the rest of the project completely displayed. The program is usable again. But as soon as I want to view an order from the project, the same dilemma happens again. I could work all the time. Everything very very pleasant. I have not added or used any other lines. Imported the project into the test version of Sales Xtra L. Same effect. Can you help me before I finally buy this software now. I liked the operation and possibilities of the program. However, the stability now leaves questions unanswered. If you need more detail, I am at your disposal. With kind regards Landelin Freiler       ",1
305," Hello, I have unfortunately misplaced the CD case of my Analysity Statistics Laboratory 20 and therefore cannot unlock the software on my new computer because I am missing the serial number. Is there any other way to unlock the program or can I somehow get a new serial number without buying the program again? Thanks in advance for your help. Leif Holmer       ",6
393, I have Windows 7 (64 bit) and I keep getting the error message that a save request is invalid (or an internal problem has occurred) when I try to insert a sales process (prc file). Sometimes it also denies access to this file because it cannot be read. What could be the reason for this? The latest drivers are all installed and enough memory is also available. M.f.G.       ,5
228," Dear Sir or Madam, I have Windows 7 HomePremium 64 bit version as operating system. Unfortunately, my warehouse processes for office 6 no longer work. I would like to bring processes and DVD's on my office computer and also on the laptop PC of my secretary. Can you show me a solution and offer. (my secretary works with W7 HP 32bit version) Thanks in advance and best regards.         ",4
543," Dear Sir or Madam, after installing a new DVD drive (GGD FG 25 LP56) it is no longer possible to burn a DVD after created expiration (see prgram under subject). I use DVD blanks 8,5 GB 2.4 - 8 x Speed DVD+RW from getterize The size of the expiration to be burned is approx. 6.900 MB. In the attachment I put the ""log file"". Please let me know what problem is preventing the burning. For your efforts best thanks Yours sincerely       ",2
367," Dear Warehouse Team, I am asking for your help! I have bought the Warehouse Sales Firstclass 19 Ultimate and a data scanner \""Systech MTX BT 054 VE (CWVEMX)\"". When I want to edit the processes in the warehouse, the processes are very stuck, so it is almost impossible to edit them. What can I do to save myself a processing PC? (Costs a lot of money) Thank you for your answer. With kind regards,       ",1
3," On my specification sheet the text modules are only displayed as a speech bubble, I would have had an online presentation of my specification sheet today to attract a sponsor. This has now jumped off! Thanks for such a great working technique I am pissed off! I hope and expect that the specificationsheet is immediately operational again, too bad so far I could rely on Warehouse halfway! I ask for a response that does not take 21 days again!       ",1
509," good day, i am very disappointed with warehouse. i bought a usb process manager (already have sales first class ultimate and chartlaboratory first class) but it won't install. some acquaintances of mine have the same problem. i have already emailed but got no reply. i am very good customer of yours and would like to be treated as such.       ",4
12, I no longer have access to the product palette center. I can't upload any products anymore. But the online collection is still available. What can be the reason. Greetings G.Krüger       ,1
77, Assemble products in IT&OFFICECatalog 12 firstClass DVD: I want a small process file does not work: if this is to be imported: Cannot open. messe2010_2258.prc       ,5
370," I had already followed your hints - they do not help     -----Original message-----    The loaded CWVEMX files are displayed individually without jerks. During transitions (of any type) the display hangs and does not jump for some time. If you move the blue arrow within the file during a smooth display, the calculation continues without stalling. If you move the arrow to the next file, the automatic calculation stops, but the numbers remain ok. This effect does not occur if you stop the accounting before moving the blue arrow and start it again afterwards. I have followed the above recommendations. What to do?       ",1
13," Good day, since a few days there seems to be a ?bug? in SpecssheetCreator8. If you choose the product presentation version in the table presentation, then want to choose Dynamicolisting or Popup for linking, Iso crashes (A script slows down Iso 13. Should the script continue to run?... or something like that). Then it doesn't matter if you press yes or no, because it crashes: ""The Iso addon has crashed"". I have tried this on different computers with different browsers. So it seems to be a software problem. Please fix this immediately as my commercial data sheet needs to go out in the next few days. If not, the program is not usable for me and I will have to cancel it.       ",1
448," I get the error message ""Internal exception error 7451.o.wh.b"" when unlocking the preview What can I do? Every now and then I get the message ""not enough memory"" Operating system Windows 7 My detailsheet consists of 16 sheets with data http://www.relo-online.de       ",5
237, xls creator 21error code -4       ,6
109," After a long time again meim Sales firstclass 19 Ultimate started. After ""Process structure is initialized"" error code 9. Also after several de/and istall the same problem. Norton and Windows Firewall were switched off. Help !!! Thanks,       ",1
235," Hello Helpdesk team, I can't get my Sales firstclass 19 Ultimate to work under Windows7. The reason is that after the actual installation the input window for the serial number does not appear. Also an uninstallation followed by a reinstallation without active virus protection and active firewall did not bring any success. What can I do?    I use Sales firstclass 19 Ultimate alternatively in XPMode under Windows7, but this is not very performant! I would be very pleased about a quick help.    With kind regards,       ",6
477," A link on my Specificationsheet harald-schmieder.de, which was created with the Specificationsheet Creator simple and worked for a very long time, did not work anymore without my intervention. The link: ""www.onthefloor.com"" appears on the Sheet Explorer Sheetviewer as ""www.onfloor.de"". After correcting this link, the error repeats itself when testing again. My repeated attempt to delete a new link or the faulty link and reinstall it failed, because then an advertisement from Warehouse appears: ""Specificationsheet Creator first class, the universal package"". It can't be that I now have to purchase a new product to make the old one work. What should I do?       ",5
333, My program is broken. The product preview cannot be burned. Note Program is down:        ,2
361, Can not load DVD 8425 Device driver Got DVD Process Manager Nr738321 from you. without driver. Download made for driver.       ,4
10," At irregular intervals, certain products disappear from the article preview frames. The products are then still in the online folder, and I have to reassign them to the article preview frames. This does not happen with individual products. They are WHDT products, between 50KB and 500KB Why is that?       ",1
62, I cannot register my Sales firstclass 19 Ultimate EMV program. On the Warehouse website it is listed as already registered. The product organizer integrated in the program is registered by me. When burning CD/ DVD I get the error message -27       ,6
455," Loading * PRC files into the workspace. Probably the unlocking of the decryption method is missing, however they make it inhumanly difficult to unlock this decryption method. Despite several attempts I failed. What do I really have to do to succeed?       ",5
223," Hello Warehouse , my version of the Warehouse Super Bill Administrator unfortunately no longer works on my new computer , is there a way to make the program run under Windows 7 , or a new version ? For a tip I would be very grateful inside, because the program works fine under XP. Sincerely       ",4
